Owner Name 1/,State,County,Country,Number of Acres,Acquisition Year,Lat,lng,Owner Type,Principal Place of Business,Secondary Interest in China,Secondary Interest in Iran,Secondary Interest in Russia,Secondary Intereset in North Korea
"New Creek Wind, LLC",West Virginia,Mineral,998 - NO FOREIGN INVESTOR LISTED,100.0,2015.0,39.4147,-78.9438,Corporation,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Butler,999 - NO PREDOMINANT COUNTRY CODE,61391.0,2020.0,31.7524,-86.6803,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Butler,999 - NO PREDOMINANT COUNTRY CODE,21185.94,2020.0,31.7524,-86.6803,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Butler,999 - NO PREDOMINANT COUNTRY CODE,14246.55,2020.0,31.7524,-86.6803,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Butler,999 - NO PREDOMINANT COUNTRY CODE,727.45,2020.0,31.7524,-86.6803,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Butler,999 - NO PREDOMINANT COUNTRY CODE,84.41,2020.0,31.7524,-86.6803,Other,840.0,,,,
"FICUS & TROPICAL FOLIAGE, LLC",Texas,Colorado,999 - NO PREDOMINANT COUNTRY CODE,19.0,2000.0,29.6208,-96.5263,Partnership,0.0,,,,
"AGRO-DYNAMICS FARMS (TEXAS), INC.",Texas,Liberty,999 - NO PREDOMINANT COUNTRY CODE,17.0,1989.0,30.1516,-94.8122,Corporation,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Pike,999 - NO PREDOMINANT COUNTRY CODE,5372.15,2020.0,31.8027,-85.9409,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Pike,999 - NO PREDOMINANT COUNTRY CODE,1322.65,2020.0,31.8027,-85.9409,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Pike,999 - NO PREDOMINANT COUNTRY CODE,69.59,2020.0,31.8027,-85.9409,Other,840.0,,,,
"ARENA PROJECTS, INC.",Georgia,Jefferson,998 - NO FOREIGN INVESTOR LISTED,74.0,1985.0,33.0549,-82.4182,Corporation,840.0,,,,
UNIMIN TEXAS COMPANY L.P.,Texas,Cherokee,999 - NO PREDOMINANT COUNTRY CODE,84.0,1999.0,31.837,-95.1652,Other,0.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Barbour,999 - NO PREDOMINANT COUNTRY CODE,1820.13,2020.0,31.8696,-85.3932,Other,840.0,,,,
COLONY TIMBERLANDS LTD. I,Georgia,Crisp,998 - NO FOREIGN INVESTOR LISTED,57.0,1981.0,31.9229,-83.7681,Partnership,840.0,,,,
LOBLOLLY TIMBERLANDS CORP.,South Carolina,Edgefield,998 - NO FOREIGN INVESTOR LISTED,30.0,1995.0,33.7722,-81.9664,Corporation,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,448.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,384.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,341.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,297.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,250.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,220.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,114.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,107.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,104.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,104.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,99.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,99.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,77.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
"SUN VALLEY SOLAR, LLC",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,16.0,2021.0,31.9907,-97.1324,Other,840.0,,,,
NORTHERN TRUST CO. #2-44267,Oregon,Malheur,998 - NO FOREIGN INVESTOR LISTED,10.0,1975.0,43.1934,-117.6232,Trust,840.0,,,,
"ABS FARMS, INC",Georgia,Houston,998 - NO FOREIGN INVESTOR LISTED,7.57,2017.0,32.459,-83.6662,Corporation,840.0,,,,
HORIZONS PECAN GROVES,Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,15.0,1985.0,32.1005,-85.7157,Partnership,840.0,,,,
HORIZONS PECAN GROVES,Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,15.0,1984.0,32.1005,-85.7157,Partnership,840.0,,,,
"California Timberlands 2, LLC",California,Trinity,998 - NO FOREIGN INVESTOR LISTED,40.0,2016.0,40.6507,-123.1126,Other,840.0,,,,
EVERGREEN TIMBERLANDS CORP.,Alabama,Randolph,998 - NO FOREIGN INVESTOR LISTED,40.0,1981.0,33.2938,-85.4591,Corporation,840.0,,,,
ALI ALQATTAN,Kentucky,Carter,998 - NO FOREIGN INVESTOR LISTED,11.0,2023.0,38.3182,-83.0495,Individual,840.0,,,,
"Lyme Mountaineer Timberlands I, LLC",West Virginia,Wyoming,999 - NO PREDOMINANT COUNTRY CODE,24.0,2018.0,37.6096,-81.5492,Other,840.0,,,,
"Pederson Natural Farms, Inc",Texas,Hill,998 - NO FOREIGN INVESTOR LISTED,467.904,2020.0,31.9907,-97.1324,Corporation,840.0,,,,
"Wineries Real Estate Holdings, Inc",California,Napa,999 - NO PREDOMINANT COUNTRY CODE,14.7,2016.0,38.507,-122.3306,Corporation,840.0,,,,
Oak Mountain Timber Co.  LA LLC,Louisiana,Caldwell,999 - NO PREDOMINANT COUNTRY CODE,6636.11,2020.0,32.0925,-92.1166,Other,840.0,,,,
Oak Mountain Timber Co.  LA LLC,Louisiana,Caldwell,999 - NO PREDOMINANT COUNTRY CODE,738.33,2020.0,32.0925,-92.1166,Other,840.0,,,,
PECAN GROVES LTD.,Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,12.0,1983.0,32.1005,-85.7157,Partnership,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,12138.0,2020.0,32.1005,-85.7157,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,11906.97,2020.0,32.1005,-85.7157,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,3687.52,2020.0,32.1005,-85.7157,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,543.06,2020.0,32.1005,-85.7157,Other,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",Michigan,Ontonagon,999 - NO PREDOMINANT COUNTRY CODE,40.0,1984.0,46.6644,-89.3148,Corporation,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,82.1,2020.0,32.1005,-85.7157,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,45.69,2020.0,32.1005,-85.7157,Other,840.0,,,,
S.D. WARREN CO.,Maine,Somerset,999 - NO PREDOMINANT COUNTRY CODE,4.0,2004.0,45.5139,-69.9589,Corporation,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Lowndes,999 - NO PREDOMINANT COUNTRY CODE,9270.91,2020.0,32.1547,-86.6501,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Lowndes,999 - NO PREDOMINANT COUNTRY CODE,45.56,2020.0,32.1547,-86.6501,Other,840.0,,,,
MARINELAND AMUSEMENT CORP.,California,Los Angeles,998 - NO FOREIGN INVESTOR LISTED,102.0,1982.0,34.3219,-118.2247,Corporation,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Montgomery,999 - NO PREDOMINANT COUNTRY CODE,2096.89,2020.0,32.2203,-86.2076,Other,840.0,,,,
STANTON PROPERTIES II,New Jersey,Hunterdon,999 - NO PREDOMINANT COUNTRY CODE,562.0,1992.0,40.5673,-74.9122,Partnership,840.0,,,,
Tres Creek LLC,Texas,Matagorda,998 - NO FOREIGN INVESTOR LISTED,4.52,2014.0,28.8212,-96.011,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Russell,999 - NO PREDOMINANT COUNTRY CODE,21.44,2020.0,32.2884,-85.1849,Other,840.0,,,,
"CONNOR FOREST INDUSTRIES, INC.",Michigan,Baraga,999 - NO PREDOMINANT COUNTRY CODE,28.0,1984.0,46.6626,-88.3652,Corporation,840.0,,,,
"BLENHEIM PROPERTIES, LTD.",Georgia,Haralson,998 - NO FOREIGN INVESTOR LISTED,3.0,2016.0,33.7942,-85.211,Other,840.0,,,,
"HE&SF Properties, LP",Arkansas,Jefferson,998 - NO FOREIGN INVESTOR LISTED,1.3,2015.0,34.2683,-91.9304,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,6250.0,2016.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,4312.0,2016.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,960.0,2016.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,895.0,2016.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,876.0,2016.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,630.0,2016.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,1146.0,2017.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,3320.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,2980.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,1920.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,640.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,640.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,640.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,640.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,638.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,640.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Jumbo Hills Wind Project, LLC",Texas,Andrews,998 - NO FOREIGN INVESTOR LISTED,387.0,2018.0,32.305,-102.6377,Other,840.0,,,,
"Texas Big Spring, LLC",Texas,Howard,999 - NO PREDOMINANT COUNTRY CODE,85.0,2017.0,32.3062,-101.4356,Other,840.0,,,,
"Texas Big Spring, LLC",Texas,Howard,999 - NO PREDOMINANT COUNTRY CODE,2880.0,2017.0,32.3062,-101.4356,Other,840.0,,,,
"Texas Big Spring, LLC",Texas,Howard,999 - NO PREDOMINANT COUNTRY CODE,1760.0,2021.0,32.3062,-101.4356,Other,840.0,,,,
LOBLOLLY TIMBERLANDS CORP.,South Carolina,Edgefield,998 - NO FOREIGN INVESTOR LISTED,1.0,1994.0,33.7722,-81.9664,Corporation,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Macon,999 - NO PREDOMINANT COUNTRY CODE,3590.1,2020.0,32.3859,-85.6927,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Macon,999 - NO PREDOMINANT COUNTRY CODE,1516.8,2020.0,32.3859,-85.6927,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Macon,999 - NO PREDOMINANT COUNTRY CODE,495.55,2020.0,32.3859,-85.6927,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Macon,999 - NO PREDOMINANT COUNTRY CODE,371.76,2020.0,32.3859,-85.6927,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Autauga,999 - NO PREDOMINANT COUNTRY CODE,17147.16,2020.0,32.5349,-86.6427,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Autauga,999 - NO PREDOMINANT COUNTRY CODE,7287.16,2020.0,32.5349,-86.6427,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Autauga,999 - NO PREDOMINANT COUNTRY CODE,5869.46,2020.0,32.5349,-86.6427,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Autauga,999 - NO PREDOMINANT COUNTRY CODE,3603.54,2020.0,32.5349,-86.6427,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Autauga,999 - NO PREDOMINANT COUNTRY CODE,443.62,2020.0,32.5349,-86.6427,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Autauga,999 - NO PREDOMINANT COUNTRY CODE,358.41,2020.0,32.5349,-86.6427,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Autauga,999 - NO PREDOMINANT COUNTRY CODE,128.86,2020.0,32.5349,-86.6427,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Elmore,999 - NO PREDOMINANT COUNTRY CODE,1090.35,2020.0,32.5966,-86.1492,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Elmore,999 - NO PREDOMINANT COUNTRY CODE,990.48,2020.0,32.5966,-86.1492,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Elmore,999 - NO PREDOMINANT COUNTRY CODE,355.98,2020.0,32.5966,-86.1492,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Elmore,999 - NO PREDOMINANT COUNTRY CODE,224.03,2020.0,32.5966,-86.1492,Other,840.0,,,,
EVERGREEN TIMBERLANDS CORP.,Georgia,Putnam,998 - NO FOREIGN INVESTOR LISTED,2.0,1992.0,33.3218,-83.3728,Corporation,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Elmore,999 - NO PREDOMINANT COUNTRY CODE,43.06,2020.0,32.5966,-86.1492,Other,840.0,,,,
"HORIZONS 2000, INC.",Alabama,Bullock,999 - NO PREDOMINANT COUNTRY CODE,3.0,1983.0,32.1005,-85.7157,Corporation,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Perry,999 - NO PREDOMINANT COUNTRY CODE,8423.54,2020.0,32.6385,-87.2944,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Perry,999 - NO PREDOMINANT COUNTRY CODE,2361.32,2020.0,32.6385,-87.2944,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Perry,999 - NO PREDOMINANT COUNTRY CODE,796.23,2020.0,32.6385,-87.2944,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Perry,999 - NO PREDOMINANT COUNTRY CODE,81.6,2020.0,32.6385,-87.2944,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Perry,999 - NO PREDOMINANT COUNTRY CODE,78.84,2020.0,32.6385,-87.2944,Other,840.0,,,,
"Anson Solar Center, LLC",Texas,Jones,998 - NO FOREIGN INVESTOR LISTED,422.0,2019.0,32.7399,-99.8788,Other,840.0,,,,
"Anson Solar Center, LLC",Texas,Jones,998 - NO FOREIGN INVESTOR LISTED,331.0,2019.0,32.7399,-99.8788,Other,840.0,,,,
"Anson Solar Center, LLC",Texas,Jones,998 - NO FOREIGN INVESTOR LISTED,327.0,2019.0,32.7399,-99.8788,Other,840.0,,,,
"Anson Solar Center, LLC",Texas,Jones,998 - NO FOREIGN INVESTOR LISTED,162.0,2019.0,32.7399,-99.8788,Other,840.0,,,,
"Anson Solar Center, LLC",Texas,Jones,998 - NO FOREIGN INVESTOR LISTED,160.0,2019.0,32.7399,-99.8788,Other,840.0,,,,
"Anson Solar Center, LLC",Texas,Jones,998 - NO FOREIGN INVESTOR LISTED,160.0,2019.0,32.7399,-99.8788,Other,840.0,,,,
"Anson Solar Center, LLC",Texas,Jones,998 - NO FOREIGN INVESTOR LISTED,147.0,2019.0,32.7399,-99.8788,Other,840.0,,,,
"Anson Solar Center, LLC",Texas,Jones,998 - NO FOREIGN INVESTOR LISTED,132.0,2019.0,32.7399,-99.8788,Other,840.0,,,,
"Anson Solar Center, LLC",Texas,Jones,998 - NO FOREIGN INVESTOR LISTED,103.0,2019.0,32.7399,-99.8788,Other,840.0,,,,
"OCI Lamesa Solar II, LLC",Texas,Dawson,998 - NO FOREIGN INVESTOR LISTED,313.973,2018.0,32.7426,-101.9476,Other,840.0,,,,
"OCI Lamesa Solar II, LLC",Texas,Dawson,998 - NO FOREIGN INVESTOR LISTED,157.305,2018.0,32.7426,-101.9476,Other,840.0,,,,
"OCI Lamesa Solar II, LLC",Texas,Dawson,998 - NO FOREIGN INVESTOR LISTED,157.259,2018.0,32.7426,-101.9476,Other,840.0,,,,
"OCI Lamesa Solar II, LLC",Texas,Dawson,998 - NO FOREIGN INVESTOR LISTED,137.165,2018.0,32.7426,-101.9476,Other,840.0,,,,
"Engie Long Draw Solar, LLC",Texas,Borden,998 - NO FOREIGN INVESTOR LISTED,4250.0,2017.0,32.7436,-101.4317,Other,840.0,,,,
"BRAZOS WIND, L.L.C.",Texas,Borden,999 - NO PREDOMINANT COUNTRY CODE,10164.0,2003.0,32.7436,-101.4317,Corporation,840.0,,,,
"BRAZOS WIND, L.L.C.",Texas,Borden,999 - NO PREDOMINANT COUNTRY CODE,10164.0,2003.0,32.7436,-101.4317,Corporation,840.0,,,,
"BRAZOS WIND, L.L.C.",Texas,Scurry,999 - NO PREDOMINANT COUNTRY CODE,3061.0,2003.0,32.7463,-100.9164,Corporation,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Chilton,999 - NO PREDOMINANT COUNTRY CODE,6891.76,2020.0,32.8479,-86.7188,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Chilton,999 - NO PREDOMINANT COUNTRY CODE,5552.61,2020.0,32.8479,-86.7188,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Chilton,999 - NO PREDOMINANT COUNTRY CODE,2994.07,2020.0,32.8479,-86.7188,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Chilton,999 - NO PREDOMINANT COUNTRY CODE,907.94,2020.0,32.8479,-86.7188,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Chilton,999 - NO PREDOMINANT COUNTRY CODE,438.84,2020.0,32.8479,-86.7188,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Chilton,999 - NO PREDOMINANT COUNTRY CODE,418.24,2020.0,32.8479,-86.7188,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Chilton,999 - NO PREDOMINANT COUNTRY CODE,222.94,2020.0,32.8479,-86.7188,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Chilton,999 - NO PREDOMINANT COUNTRY CODE,63.2,2020.0,32.8479,-86.7188,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Tallapoosa,999 - NO PREDOMINANT COUNTRY CODE,3510.19,2020.0,32.8624,-85.7975,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Tallapoosa,999 - NO PREDOMINANT COUNTRY CODE,1158.86,2020.0,32.8624,-85.7975,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Tallapoosa,999 - NO PREDOMINANT COUNTRY CODE,1003.33,2020.0,32.8624,-85.7975,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Tallapoosa,999 - NO PREDOMINANT COUNTRY CODE,77.85,2020.0,32.8624,-85.7975,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Tallapoosa,999 - NO PREDOMINANT COUNTRY CODE,23.67,2020.0,32.8624,-85.7975,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Coosa,999 - NO PREDOMINANT COUNTRY CODE,5209.14,2020.0,32.9362,-86.2477,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Coosa,999 - NO PREDOMINANT COUNTRY CODE,2326.54,2020.0,32.9362,-86.2477,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Coosa,999 - NO PREDOMINANT COUNTRY CODE,1416.2,2020.0,32.9362,-86.2477,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Coosa,999 - NO PREDOMINANT COUNTRY CODE,1247.6,2020.0,32.9362,-86.2477,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Coosa,999 - NO PREDOMINANT COUNTRY CODE,336.06,2020.0,32.9362,-86.2477,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Coosa,999 - NO PREDOMINANT COUNTRY CODE,58.16,2020.0,32.9362,-86.2477,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Bibb,999 - NO PREDOMINANT COUNTRY CODE,12710.37,2020.0,32.9986,-87.1265,Other,840.0,,,,
Evergreen Timber Co. AL LLC,Alabama,Bibb,999 - NO PREDOMINANT COUNTRY CODE,9396.51,2020.0,32.9986,-87.1265,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Bibb,999 - NO PREDOMINANT COUNTRY CODE,4198.13,2020.0,32.9986,-87.1265,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Bibb,999 - NO PREDOMINANT COUNTRY CODE,800.33,2020.0,32.9986,-87.1265,Other,840.0,,,,
Shades Mountain Timber Co.  AL LLC,Alabama,Bibb,999 - NO PREDOMINANT COUNTRY CODE,51.27,2020.0,32.9986,-87.1265,Other,840.0,,,,
MOOSA CREEK MITIGTION HOLDINGS LLC,California,San Diego,999 - NO PREDOMINANT COUNTRY CODE,71.2,2017.0,33.0343,-116.735,Other,840.0,,,,
BERKELEY PINES LTD PARTNERSHIP,South Carolina,Berkeley,998 - NO FOREIGN INVESTOR LISTED,954.0,2012.0,33.1973,-79.9522,Other,840.0,,,,
"CRAY FIELDS ENERGY CENTER, LLC",South Carolina,Berkeley,999 - NO PREDOMINANT COUNTRY CODE,787.0,2023.0,33.1973,-79.9522,Other,840.0,0.0,0.0,0.0,0.0
"Keechi Wind, LLC",Texas,Jack,998 - NO FOREIGN INVESTOR LISTED,15008.0,2013.0,33.2335,-98.1725,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Clay,999 - NO PREDOMINANT COUNTRY CODE,267.79,2020.0,33.269,-85.8605,Other,840.0,,,,
Tamarack Timber Co.  AL.  LLC,Alabama,Talladega,999 - NO PREDOMINANT COUNTRY CODE,53.82,2020.0,33.3801,-86.1659,Other,840.0,,,,
"Southwest Michigan Solar Project, LLC",Michigan,Van Buren,999 - NO PREDOMINANT COUNTRY CODE,19.98,2022.0,42.2513,-86.0188,Other,840.0,,,,
"Delta's Edge Solar, LLC",Mississippi,Carroll,999 - NO PREDOMINANT COUNTRY CODE,717.0,2023.0,33.4485,-89.9202,Other,840.0,0.0,0.0,0.0,0.0
"Delta's Edge Solar, LLC",Mississippi,Carroll,999 - NO PREDOMINANT COUNTRY CODE,151.0,2023.0,33.4485,-89.9202,Other,840.0,0.0,0.0,0.0,0.0
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,1924.7,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,480.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,350.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,200.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,300.62,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,228.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,169.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,166.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,163.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,156.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,149.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,315.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,120.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
"Seymour Hills Wind Project, LLC",Texas,Baylor,998 - NO FOREIGN INVESTOR LISTED,121.0,2016.0,33.6165,-99.2135,Other,840.0,,,,
